year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-01,3,4,4,5,6,7,8,10,10,13,14,15,19,19,20,20,14,14,11,4,3,2,2,3
