year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1990-01,30,31,29,29,29,29,28,28,29,30,26,15,7,4,4,5,12,19,25,29,31,31,30,30
