year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-03,1,4,6,6,7,7,9,9,9,9,13,19,23,25,25,25,21,18,16,5,1,1,1,1
