year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-05,19,17,16,17,14,12,11,11,11,11,7,5,6,4,4,4,3,6,13,20,21,22,21,19
