year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-05,11,13,15,14,17,19,20,20,20,20,24,26,25,27,27,27,28,25,18,10,8,8,9,11
