year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-01,24,23,23,22,22,20,22,20,21,18,17,16,12,12,11,11,17,17,20,27,28,28,26,24
