year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-02,24,23,23,23,23,21,21,19,17,20,13,8,3,2,2,2,4,10,16,25,26,25,23,23
