year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-07,23,22,20,18,18,17,15,12,12,9,8,6,6,6,6,8,10,11,15,25,24,23,23,23
