year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-08,29,28,28,28,28,26,26,24,25,25,22,18,13,8,6,5,9,17,27,30,30,29,29,29
