year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-09,9,10,11,12,15,16,17,16,15,18,20,24,28,28,28,28,26,21,18,12,2,4,6,6
