year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-10,29,29,29,29,28,27,26,26,27,23,20,12,11,8,8,9,12,15,25,29,31,31,30,30
