year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-12,0,2,2,3,3,4,4,4,4,10,15,21,29,29,29,29,26,19,7,7,1,0,0,1
