year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-07,8,9,11,13,13,14,16,19,19,22,23,25,25,25,25,23,21,20,16,6,7,7,7,7
