year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-04,22,20,20,19,19,18,15,14,13,14,11,9,2,3,2,3,5,11,15,25,24,23,24,22
