year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-06,9,10,11,11,12,13,15,19,20,20,21,25,27,28,27,27,26,23,20,11,9,9,8,8
