year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-11,6,7,8,8,10,12,13,13,13,17,21,22,25,26,25,24,22,19,11,5,2,0,4,6
