year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-09,20,19,18,18,15,14,13,14,15,12,10,6,2,2,2,2,4,9,12,18,27,26,24,24
