year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-04,8,10,10,11,11,12,15,16,17,16,19,21,28,27,28,27,25,19,15,5,5,5,5,8
