year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-12,26,24,24,23,24,24,25,24,24,21,16,10,2,2,2,2,5,12,24,24,29,26,26,27
