year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-06,20,20,19,19,18,17,15,11,10,10,9,5,3,2,3,3,4,7,10,19,20,19,21,21
