year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1991-08,2,3,3,3,3,5,5,7,6,6,9,13,18,23,25,26,22,14,4,1,1,2,2,2
