year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1990-01,70,75,72,88,91,95,100,107,102,6,2,3,4,6,8,6,6,8,10,17,25,49,64,66
