year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1990-01,6,6,8,14,26,42,63,66,85,226,711,995,1147,1199,1206,1165,1020,846,565,261,96,32,25,13
