year_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1990-01,2435,2430,2431,2409,2394,2374,2348,2338,2324,2279,1798,1513,1360,1306,1297,1340,1485,1657,1936,2233,2390,2430,2422,2432
